gvkey,firm_name,year,form,accession_num,amount
5568,HEINZ H J CO,2006,10-K,0000950152-06-005218,"425,400,000"
5568,HEINZ H J CO,2005,10-K,0000950152-05-005232,0 to 750 million
13128,ECOLOGY &amp; ENVIRONMENT INC,2004,10-K/A,0000809933-04-000022,blank
13128,ECOLOGY &amp; ENVIRONMENT INC,2004,10-K,0000809933-04-000021,
13128,ECOLOGY &amp; ENVIRONMENT INC,2005,10-K,0000809933-05-000019,0 to 400k
1593,AMERON INTERNATIONAL CORP,2004,10-K,0001104659-05-006529,
1593,AMERON INTERNATIONAL CORP,2005,10-K/A,0000790730-06-000002,blank
1593,AMERON INTERNATIONAL CORP,2005,10-K,0000790730-06-000001,"36,000,000"
1593,AMERON INTERNATIONAL CORP,2004,10-K/A,0000790730-05-000002,blank
5301,GREAT ATLANTIC &amp; PACIFIC TEA CO INC,2005,10-K,0000043300-05-000023,blank
5301,GREAT ATLANTIC &amp; PACIFIC TEA CO INC,2006,10-K,0000043300-06-000025,"500,000,000"
2124,BEL FUSE INC /NJ,2004,10-K,0001144204-05-009461,"26,000,000"
2124,BEL FUSE INC /NJ,2004,10-K/A,0001144204-05-012806,blank
2124,BEL FUSE INC /NJ,2005,10-K,0001144204-06-010168,"70,600,000"
1567,AMERICAN STANDARD COMPANIES INC,2004,10-K,0000950123-05-002201,
1567,AMERICAN STANDARD COMPANIES INC,2005,10-K,0001193125-06-038742,"500,000,000"
1567,AMERICAN STANDARD COMPANIES INC,2004,10-K/A,0000950123-05-002541,blank
9538,SEABOARD CORP /DE/,2004,10-K,0000088121-05-000004,
9538,SEABOARD CORP /DE/,2005,10-K,0000088121-06-000002,"220,000,000"
3170,COLGATE PALMOLIVE CO,2005,10-K,0001193125-06-038891,780 something
3170,COLGATE PALMOLIVE CO,2004,10-K,0001193125-05-037145,up to 500 something
6066,INTERNATIONAL BUSINESS MACHINES CORP,2004,10-K,0001047469-05-004595,up to 8 billion
6066,INTERNATIONAL BUSINESS MACHINES CORP,2005,10-K,0001047469-06-002608,"9,500,000,000"
14624,OFFICE DEPOT INC,2005,10-K,0000950144-06-001238,"400,000,000"
14624,OFFICE DEPOT INC,2004,10-K,0000950144-05-002321,at least 200 million
8759,PRINTRONIX INC,2006,10-K,0000950137-06-007240,"32,000,000"
8759,PRINTRONIX INC,2005,10-K,0000950137-05-008451,
4194,EASTMAN KODAK CO,2004,10-K,0001206774-05-000535,
4194,EASTMAN KODAK CO,2005,10-K,0001206774-06-000357,"580,000,000"
2435,BROWN FORMAN CORP,2005,10-K,0000014693-05-000056,
2435,BROWN FORMAN CORP,2006,10-K,0000014693-06-000065,"277,000,000"
12144,SUNGARD DATA SYSTEMS INC,2004,10-K,0001193125-05-051383,skNA
12144,SUNGARD DATA SYSTEMS INC,2005,10-K,0001193125-06-051307,"100,000,000"
9815,SONOCO PRODUCTS CO,2005,10-K,0000950144-06-001529,"124,658,000"
9815,SONOCO PRODUCTS CO,2004,10-K,0000950144-05-001972,0 to 100 million
9815,SONOCO PRODUCTS CO,2004,10-K/A,0000950144-05-006984,0 to 10 million
10277,TECO ENERGY INC,2004,10-K,0001193125-05-050920,
10277,TECO ENERGY INC,2005,10-K,0001193125-06-046299,"38,900,000"
10277,TAMPA ELECTRIC CO,2004,10-K/A,0001193125-05-175561,blank
9472,SCHULMAN A INC,2005,10-K,0000950152-05-009248,
9472,SCHULMAN A INC,2004,10-K,0000950152-04-008336,
11531,APPLICA INC,2005,10-K,0000950144-06-002340,
11531,APPLICA INC,2004,10-K,0000950144-05-002645,
11531,APPLICA INC,2003,10-K/A,0000950144-05-002568,
2403,BRISTOL MYERS SQUIBB CO,2005,10-K,0001193125-06-052456,"9,000,000,000"
2403,BRISTOL MYERS SQUIBB CO,2004,10-K,0001193125-05-041808,"9,000,000,000"
2255,BLACK &amp; DECKER CORP,2005,10-K,0000012355-06-000052,"888,300,000"
2255,BLACK &amp; DECKER CORP,2004,10-K,0000012355-05-000031,0 to 500 million
1078,ABBOTT LABORATORIES,2005,10-K,0001047469-06-002258,blank
1078,ABBOTT LABORATORIES,2004,10-K,0001047469-05-005185,blank
65417,YUM BRANDS INC,2004,10-K,0001041061-05-000102,0 to 400 million
65417,YUM BRANDS INC,2006,10-K,0001041061-06-000109,110 million
65417,YUM BRANDS INC,2006,10-K/A,0001041061-06-000117,blank
148756,CINEMARK INC,2005,10-K,0000950134-06-006055,"36,000 something"
148756,CINEMARK INC,2004,10-K,0000950134-05-006253,
2034,BANTA CORP,2005,10-K,0000897069-06-000606,"126,000,000"
2034,BANTA CORP,2005,10-K,0000897069-05-000703,0 to 100 million
5229,GOODRICH CORP,2005,10-K,0000950144-06-001416,"102,000,000"
5229,GOODRICH CORP,2004,10-K,0000950144-05-001890,
29156,UNIVERSAL FOREST PRODUCTS INC,2004,10-K,0000950124-05-001400,max is 9.9 million
29156,UNIVERSAL FOREST PRODUCTS INC,2005,10-K,0000950124-06-001052,"2,300,000"
6003,INTEGRATED DEVICE TECHNOLOGY INC,2006,10-K,0001193125-06-130429,"148,600,000"
6003,INTEGRATED DEVICE TECHNOLOGY INC,2005,10-K,0001193125-05-125256,
61871,PHARMACEUTICAL PRODUCT DEVELOPMENT INC,2004,10-K,0001193125-05-042834,
61871,PHARMACEUTICAL PRODUCT DEVELOPMENT INC,2005,10-K,0001193125-06-043805,"48,000,000"
260774,CB RICHARD ELLIS GROUP INC,2005,10-K,0001193125-06-055100,"56,000,000"
260774,CB RICHARD ELLIS GROUP INC,2004,10-K,0001193125-05-051169,
13204,FISHER SCIENTIFIC INTERNATIONAL INC,2004,10-K,0000950135-05-001489,
13204,FISHER SCIENTIFIC INTERNATIONAL INC,2005,10-K,0000950135-06-001054,"30,000,000NA"
105936,COLUMBIA SPORTSWEAR CO,2004,10-K,0001193125-05-045548,0 to 150 million
105936,COLUMBIA SPORTSWEAR CO,2005,10-K,0001193125-06-053693,"83,789,000"
14489,DELL INC,2006,10-K,0000950134-06-005149,"4,100,000,000"
14489,DELL INC,2005,10-K,0000950134-05-004423,"4,100,000,000"
10016,STANLEY WORKS,2005,10-K,0000950136-06-001493,"250,000,000"
10016,STANLEY WORKS,2005,10-K,0000950136-05-001204,up to 324 million
63180,SIEBEL SYSTEMS INC,2004,10-K,0001006835-05-000012,0 to 203 million
63180,SIEBEL SYSTEMS INC,2003,10-K/A,0001006835-05-000007,blank
3786,DATASCOPE CORP,2006,10-K,0001125282-06-005710,"30,000,000"
3786,DATASCOPE CORP,2005,10-K,0001125282-05-004792,"30,000,000"
6435,KIMBERLY CLARK CORP,2005,10-K,0001193125-06-037643,"985,000,000"
6435,KIMBERLY CLARK CORP,2004,10-K,0001193125-05-036237,
122921,QUEST SOFTWARE INC,2005,10-K/A,0001193125-06-095068,blank
122921,QUEST SOFTWARE INC,2004,10-K,0001193125-05-052504,0 to 60 million
122921,QUEST SOFTWARE INC,2005,10-K,0001193125-06-056101,"43,500,000"
122921,QUEST SOFTWARE INC,2004,10-K/A,0001193125-05-092566,blank
10420,TELLABS INC,2005,10-K,0001104659-06-016226,"600,000,000"
10420,TELLABS INC,2004,10-K/A,0000317771-05-000010,blank
10420,TELLABS INC,2004,10-K,0000950137-05-003049,0 to 600 million
5047,GENERAL ELECTRIC CO,2004,10-K,0000040545-05-000020,up to 3 billion
5047,GENERAL ELECTRIC CO,2004,10-K/A,0000040545-05-000032,up to 3 billion
5047,GENERAL ELECTRIC CO,2005,10-K,0000040545-06-000009,"1,200,000,000"
13407,WELLMAN INC,2004,10-K,0000950135-05-001428,
13407,WELLMAN INC,2005,10-K,0000950135-06-001613,only tax cost
6403,KERR MCGEE CORP /DE,2004,10-K,0001141185-05-000024,
6403,KERR MCGEE CORP /DE,2005,10-K,0001141185-06-000039,"231,000,000"
11191,VISHAY INTERTECHNOLOGY INC,2004,10-K,0001206774-05-000347,
11191,VISHAY INTERTECHNOLOGY INC,2005,10-K,0001206774-06-000383,"130,000,000"
12142,ORACLE CORP /DE/,2005,10-K/A,0001193125-05-248838,"3,100,000,000"
12142,ORACLE CORP /DE/,2005,10-K,0001193125-05-136288,"3,100,000,000"
12142,ORACLE CORP,2006,10-K,0001193125-06-151154,"3,100,000,000"
8304,PALL CORP,2005,10-K,0001125282-05-005303,"0 to 500,000"
6830,LUBRIZOL CORP,2005,10-K,0000950152-06-001537,only tax cost
6830,LUBRIZOL CORP,2005,10-K/A,0000950152-06-001669,blank
6830,LUBRIZOL CORP,2004,10-K,0000950152-05-001767,180 million potentially
64162,COVANCE INC,2005,10-K,0001047469-06-002689,"103,000,000"
64162,COVANCE INC,2004,10-K,0001047469-05-005211,max 90 million
7585,MOTOROLA INC,2005,10-K/A,0000950137-06-002623,"4,600,000,000"
7585,MOTOROLA INC,2005,10-K,0000950137-06-002484,"4,600,000,000"
7585,MOTOROLA INC,2004,10-K,0000950137-05-002687,
1478,WYETH,2004,10-K,0000005187-05-000033,up to 2.7 billion
1478,WYETH,2005,10-K,0001193125-06-040159,"3,100,000,000"
125533,PACTIV CORP,2003,10-K/A,0000950137-05-000942,blank
125533,PACTIV CORP,2004,10-K,0000950137-05-003054,
125533,PACTIV CORP,2005,10-K,0000950137-06-003156,"147,000,000"
111534,MICROSTRATEGY INC,2004,10-K,0001193125-05-051836,
111534,MICROSTRATEGY INC,2005,10-K,0001193125-06-049859,"27,200,000"
15106,BECKMAN COULTER INC,2004,10-K,0001047469-05-004357,"88,000,000"
15106,BECKMAN COULTER INC,2005,10-K,0001104659-06-011715,"88,000,000"
15106,BECKMAN COULTER INC,2005,10-K/A,0001104659-06-024758,blank
6034,INTERFACE INC,2004,10-K,0001167966-05-000394,
6034,INTERFACE INC,2006,10-K,0001188112-06-000725,"35,900,000"
3310,"CA, INC.",2006,10-K,0000950123-06-009660,"584,000,000"
3310,COMPUTER ASSOCIATES INTERNATIONAL INC,2005,10-K/A,0000950123-05-012276,"500,000,000"
3310,COMPUTER ASSOCIATES INTERNATIONAL INC,2005,10-K,0000950123-05-007982,"500,000,000"
65615,CHOICE HOTELS INTERNATIONAL INC /DE,2005,10-K,0001193125-06-056437,"23,500,000"
65615,CHOICE HOTELS INTERNATIONAL INC /DE,2004,10-K,0001193125-05-052330,0 to 22.3 milllion
3917,DIAGNOSTIC PRODUCTS CORP,2004,10-K,0000950129-05-002515,
3917,DIAGNOSTIC PRODUCTS CORP,2004,10-K/A,0000950129-05-004527,blank
3917,DIAGNOSTIC PRODUCTS CORP,2005,10-K,0000950129-06-002660,"46,000,000"
11903,AEP INDUSTRIES INC,2004,10-K,0001047469-05-001945,
11903,AEP INDUSTRIES INC,2005,10-K,0001104659-06-004820,"33,200,000"
12785,PILGRIMS PRIDE CORP,2004,10-K,0000802481-04-000078,
12785,PILGRIMS PRIDE CORP,2004,10-K/A,0000802481-04-000083,
12785,PILGRIMS PRIDE CORP,2005,10-K,0000802481-05-000099,minumum of 43.6 million
7772,NATIONAL SEMICONDUCTOR CORP,2005,10-K,0000070530-05-000075,up to 500 million
7772,NATIONAL SEMICONDUCTOR CORP,2006,10-K,0000070530-06-000052,"496,000,000"
7772,NATIONAL SEMICONDUCTOR CORP,2004,10-K/A,0000070530-05-000027,blank
7772,NATIONAL SEMICONDUCTOR CORP,2005,10-K/A,0000070530-05-000078,blank
8530,PFIZER INC,2005,10-K,0000930413-06-001567,"37,000,000,000"
8530,PFIZER INC,2004,10-K,0000950123-05-002379,up to 29 billion
22325,XILINX INC,2006,10-K,0001047469-06-007867,"500,000,000"
22325,XILINX INC,2005,10-K,0001047469-05-016238,0 to 500 million
2663,CAMPBELL SOUP CO,2005,10-K,0000893220-05-002271,200 to 425 million
2085,BAUSCH &amp; LOMB INC,2004,10-K,0000010427-05-000140,0 to 805 something
5862,RAYONIER INC,2004,10-K,0001145443-05-000423,"127,000,000"
5862,RAYONIER INC,2005,10-K,0001193125-06-044102,"153,000,000"
9667,SHERWIN WILLIAMS CO,2004,10-K,0000950152-05-001943,
9667,SHERWIN WILLIAMS CO,2005,10-K,0000950152-06-001786,
11376,WEST PHARMACEUTICAL SERVICES INC,2004,10-K,0000105770-05-000135,up to 70 million
11376,WEST PHARMACEUTICAL SERVICES INC,2005,10-K,0001104659-06-014167,"166,000,000"
13421,CADENCE DESIGN SYSTEMS INC,2005,10-K,0000950134-05-005251,0 to 550 million
13421,CADENCE DESIGN SYSTEMS INC,2005,10-K,0000950134-06-004749,"500,000,000"
141469,HARVARD BIOSCIENCE INC,2005,10-K,0001104659-06-017303,"5,100,000"
141469,HARVARD BIOSCIENCE INC,2004,10-K/A,0001047469-05-012187,
141469,HARVARD BIOSCIENCE INC,2004,10-K,0001047469-05-006773,
3502,COOPER TIRE &amp; RUBBER CO,2005,10-K,0000950152-06-001586,"169,000,000"
3502,COOPER TIRE &amp; RUBBER CO,2004,10-K/A,0000950152-05-002885,blank
3502,COOPER TIRE &amp; RUBBER CO,2004,10-K,0000950152-05-002010,
3502,COOPER TIRE &amp; RUBBER CO,2005,10-K/A,0000950152-06-001665,
142811,FMC TECHNOLOGIES INC,2004,10-K,0001193125-05-049566,0 to 400 million
142811,FMC TECHNOLOGIES INC,2005,10-K,0001193125-06-038959,"349,000,000"
5606,HEWLETT PACKARD CO,2004,10-K,0001047469-05-000929,0 to 14.5 billion
5606,HEWLETT PACKARD CO,2005,10-K,0001047469-05-028479,"14,500,000,000"
65430,CHILDRENS PLACE RETAIL STORES INC,2005,10-K/A,0001104659-05-028200,
65430,CHILDRENS PLACE RETAIL STORES INC,2006,10-K,0001104659-06-024467,"45,000,000"
65430,CHILDRENS PLACE RETAIL STORES INC,2005,10-K,0001104659-05-016518,
63501,E TRADE FINANCIAL CORP,2003,10-K/A,0001193125-05-009895,
63501,E TRADE FINANCIAL CORP,2005,10-K,0001193125-06-045154,"20,000,000 I think"
63501,E TRADE FINANCIAL CORP,2004,10-K,0001193125-05-046680,"20,000,000"
63501,E TRADE FINANCIAL CORP,2005,10-K/A,0001193125-06-062978,"20,000,000"
7906,NIKE INC,2006,10-K,0001193125-06-156152,"500,000,000"
7906,NIKE INC,2005,10-K,0000950124-05-004551,"500,000,000"
13027,GUNDLE SLT ENVIRONMENTAL INC,2004,10-K,0001193125-05-033629,
13027,GUNDLE SLT ENVIRONMENTAL INC,2005,10-K,0001144204-06-009171,
10232,SYMBOL TECHNOLOGIES INC,2005,10-K/A,0000950123-06-002594,blank
10232,SYMBOL TECHNOLOGIES INC,2005,10-K,0000950123-06-002545,"40,000"
10232,SYMBOL TECHNOLOGIES INC,2004,10-K,0000950123-05-003013,up to 95k
10232,SYMBOL TECHNOLOGIES INC,2002,10-K/A,0000950123-05-007759,blank
10232,SYMBOL TECHNOLOGIES INC,2003,10-K/A,0000950123-05-007758,blank
22794,BJ SERVICES CO,2004,10-K,0001193125-05-012383,
22794,BJ SERVICES CO,2005,10-K,0001193125-05-242654,"20,000,000"
25783,"McAfee, Inc.",2005,10-K,0000950134-06-004019,"350,000,000"
25783,"McAfee, Inc.",2004,10-K,0000950134-05-006598,0 to 500 million
25783,"McAfee, Inc.",2004,10-K/A,0000950134-05-010735,0 to 500 million
14650,BMC SOFTWARE INC,2006,10-K,0000950129-06-006284,"708,800,000"
14650,BMC SOFTWARE INC,2005,10-K,0000950129-05-006679,"717,000,000"
4321,EMERSON ELECTRIC CO,2004,10-K,0000032604-04-000033,
4321,EMERSON ELECTRIC CO,2005,10-K,0001193125-05-230745,"1,400,000,000"
10499,TEXAS INSTRUMENTS INC,2004,10-K,0001193125-05-038623,up to 1.6 billion
10499,TEXAS INSTRUMENTS INC,2005,10-K,0001193125-06-041333,"1,290,000,000"
8543,ALTRIA GROUP INC,2004,10-K,0000950123-05-003146,up to 7.1 billion
24856,GILEAD SCIENCES INC,2005,10-K,0001193125-06-045128,only tax cost listed
24856,GILEAD SCIENCES INC,2004,10-K,0001104659-05-010858,0 to 500 million
25341,KRONOS INC,2004,10-K,0000886903-04-000205,blank
25341,KRONOS INC,2005,10-K,0000886903-05-000165,up to 17.8 million
24409,SYBASE INC,2005,10-K,0000950134-06-005173,"96,000,000"
24409,SYBASE INC,2004,10-K,0000950134-05-005197,
4973,GALLAGHER ARTHUR J &amp; CO,2004,10-K,0001193125-05-013417,
4973,GALLAGHER ARTHUR J &amp; CO,2005,10-K,0001193125-06-023110,"29,500,000"
6078,INTERNATIONAL FLAVORS &amp; FRAGRANCES INC,2005,10-K,0000950136-06-001885,"242,000,000"
6078,INTERNATIONAL FLAVORS &amp; FRAGRANCES INC,2004,10-K,0000950136-05-001337,250 to 500 something
3707,DST SYSTEMS INC,2005,10-K,0001104659-06-014683,"88,000,000"
3707,DST SYSTEMS INC,2004,10-K,0001104659-05-010668,
10407,TELEFLEX INC,2004,10-K,0000893220-05-000499,0 to 400 million
10407,TELEFLEX INC,2005,10-K,0000893220-06-000621,"304,000,000"
7991,TEREX CORP,2004,10-K,0001125282-06-001131,101 something
7991,TEREX CORP,2005,10-K,0001125282-06-002894,"101,000,000 i think"
30098,GARDNER DENVER INC,2004,10-K,0001068800-05-000175,0 to 400 million
30098,GARDNER DENVER INC,2005,10-K,0000950137-06-003038,"18,500,000"
12136,"SUN MICROSYSTEMS, INC.",2006,10-K,0001193125-06-187945,"1,600,000,000"
12136,"SUN MICROSYSTEMS, INC.",2005,10-K,0001193125-05-184847,
13646,TIFFANY &amp; CO,2005,10-K,0000950123-05-004501,"100,000,000NA"
13646,TIFFANY &amp; CO,2006,10-K,0000950123-06-003996,"100,000,000"
13646,TIFFANY &amp; CO,2005,10-K/A,0000098246-06-000089,blank
1209,AIR PRODUCTS &amp; CHEMICALS INC /DE/,2004,10-K,0000950123-04-014695,blank
1209,AIR PRODUCTS &amp; CHEMICALS INC /DE/,2005,10-K,0000950123-05-013994,
12756,COCA COLA ENTERPRISES INC,2004,10-K,0001193125-05-044461,up to 500 million
12756,COCA COLA ENTERPRISES INC,2005,10-K,0001193125-06-036747,"1,600,000,000"
1690,APPLE COMPUTER INC,2004,10-K,0001047469-04-035975,
1690,APPLE COMPUTER INC,2005,10-K,0001104659-05-058421,up to 755 million
121718,JUNIPER NETWORKS INC,2004,10-K,0000950134-05-004228,
121718,JUNIPER NETWORKS INC,2005,10-K,0000950134-06-004424,"255,000,000"
7938,NACCO INDUSTRIES INC,2004,10-K,0000950152-05-002157,0 to 70 million
7938,NACCO INDUSTRIES INC,2005,10-K,0000950152-06-001530,"56,000,000"
15110,LYONDELL CHEMICAL CO,2004,10-K,0001193125-05-052566,maybe 161 million
15110,LYONDELL CHEMICAL CO,2005,10-K,0001193125-06-054726,"161,000,000"
6821,LOUISIANA-PACIFIC CORP,2005,10-K,0001104659-06-014863,"517,000,000"
6821,LOUISIANA-PACIFIC CORP,2004,10-K,0001104659-05-010457,0 to 400 million
7620,MURPHY OIL CORP /DE,2004,10-K,0001193125-05-052706,
7620,MURPHY OIL CORP /DE,2005,10-K,0001193125-06-054960,
7620,MURPHY OIL CORP /DE,2005,10-K/A,0001193125-06-056655,
120774,BROCADE COMMUNICATIONS SYSTEMS INC,2005,10-K,0000950134-06-000737,"78,200,000"
120774,BROCADE COMMUNICATIONS SYSTEMS INC,2004,10-K,0000950134-05-001717,0 to 61 million
120774,BROCADE COMMUNICATIONS SYSTEMS INC,2004,10-K/A,0000950134-05-021402,0 to 61 million
61574,WATERS CORP /DE/,2005,10-K,0000950135-06-001427,"500,000,000"
61574,WATERS CORP /DE/,2004,10-K,0000950135-05-001421,0 to 500 million
14385,RESPIRONICS INC,2006,10-K,0001193125-06-190272,"22,500,000"
14385,RESPIRONICS INC,2005,10-K,0001193125-05-184823,"22,500,000"
4094,DUN &amp; BRADSTREET CORP/NW,2005,10-K,0000950123-06-002387,"150,000,000"
4094,MOODYS CORP /DE/,2004,10-K,0000950123-05-002773,
4094,DONNELLEY R H INC,2004,10-K/A,0000950144-05-005141,
4094,R H DONNELLEY CORP,2005,10-K,0000950144-06-002351,
4094,MOODYS CORP /DE/,2005,10-K,0001193125-06-041923,"63,000,000"
4094,DUN &amp; BRADSTREET CORP/NW,2004,10-K,0001206774-05-000313,
4094,R H DONNELLEY CORP,2004,10-K,0000950144-05-002657,
4060,DOW CHEMICAL CO /DE/,2004,10-K,0001047469-05-004197,0 to 1 billion
4060,DOW CHEMICAL CO /DE/,2005,10-K,0001047469-06-002147,only tax cost listedNA
4058,DOVER CORP,2004,10-K,0000950123-05-003055,0 to 176 million
4058,DOVER CORP,2005,10-K,0000950123-06-002706,"373,300,000"
10519,TEXTRON INC,2005,10-K,0001104659-06-011793,"435,000,000"
10519,TEXTRON INC,2005,10-K,0001104659-05-008155,0 to 200 million
29830,Rock-Tenn CO,2005,10-K,0000950144-05-012856,"30,900,000"
29830,ROCK TENN CO,2004,10-K,0000950144-04-012064,
9778,SNAP ON INC,2005,10-K,0000897069-05-000548,0 to 200 million
9778,SNAP ON INC,2005,10-K,0000897069-06-000518,"18,000,000"
6730,LILLY ELI &amp; CO,2005,10-K,0000950137-06-002395,"8,000,000,000"
6730,LILLY ELI &amp; CO,2004,10-K,0000950134-05-004385,"8,000,000,000"
4093,DUKE ENERGY CORP,2004,10-K,0001193125-05-052711,plans 500 million
4093,DUKE ENERGY CORP,2005,10-K/A,0001193125-06-071231,blank
4093,DUKE ENERGY CORP,2005,10-K,0001193125-06-045233,"500,000,000"
4093,DUKE ENERGY CORP,2005,10-K/A,0001193125-06-070775,
144066,ROCKWELL COLLINS INC,2004,10-K,0001193125-04-209373,
144066,ROCKWELL COLLINS INC,2005,10-K,0001193125-05-230287,"100,000,000"
2561,CPAC INC,2006,10-K,0000351717-06-000014,"2,297,000"
2561,CPAC INC,2005,10-K,0000351717-05-000027,"2,297,000"
2561,CPAC INC,2005,10-K/A,0000351717-05-000037,"2,297,000"
10581,TIMKEN CO,2005,10-K,0000950152-06-001996,"118,800 something"
10581,TIMKEN CO,2004,10-K,0000098362-05-000001,"mayve 185,000"
142953,KRAFT FOODS INC,2004,10-K,0001047469-05-006214,
142953,KRAFT FOODS INC,2005,10-K,0001047469-06-003200,"500,000,000"
11465,WHIRLPOOL CORP /DE/,2004,10-K/A,0001193125-05-052507,0 to 500 million
11465,WHIRLPOOL CORP /DE/,2005,10-K,0001047469-06-002674,"25,000,000"
11465,WHIRLPOOL CORP /DE/,2004,10-K,0001193125-05-042422,0 to 500 million
5786,HUNTINGTON BANCSHARES INC/MD,2005,10-K/A,0000950152-06-006501,blank
5786,HUNTINGTON BANCSHARES INC/MD,2004,10-K,0000950152-05-001700,0 to 89 million
5786,HUNTINGTON BANCSHARES INC/MD,2005,10-K,0000950152-06-001400,"109,400,000"
5786,HUNTINGTON PREFERRED CAPITAL INC,2005,10-K,0000950152-06-002522,
5786,HUNTINGTON PREFERRED CAPITAL INC,2004,10-K/A,0000950152-05-009902,0 to 89 million
5786,HUNTINGTON PREFERRED CAPITAL INC,2004,10-K,0000950152-05-002566,blank
26021,SEACOR HOLDINGS INC /NEW/,2004,10-K/A,0001047469-05-010044,blank
26021,SEACOR HOLDINGS INC /NEW/,2004,10-K,0001047469-05-006379,up to 25.6?
26021,SEACOR HOLDINGS INC /NEW/,2005,10-K,0001104659-06-017877,"310,400,000"
111864,COGNIZANT TECHNOLOGY SOLUTIONS CORP,2004,10-K,0000950123-05-003226,0 to 500 million
111864,COGNIZANT TECHNOLOGY SOLUTIONS CORP,2005,10-K,0001193125-06-054940,"60,000,000"
7228,MEDTRONIC INC,2005,10-K,0000897101-05-001490,HTML code
7228,MEDTRONIC INC,2006,10-K,0000897101-06-001326,HTML code
20779,CISCO SYSTEMS INC,2005,10-K,0001193125-05-187168,"1,200,000,000"
20779,CISCO SYSTEMS INC,2006,10-K,0001193125-06-192133,"1,200,000,000"
6900,MTS SYSTEMS CORP,2004,10-K,0000897101-04-002620,up to 71 million
6900,MTS SYSTEMS CORP,2005,10-K/A,0000897101-06-000156,blank
6900,MTS SYSTEMS CORP,2005,10-K,0000897101-05-002656,
4839,FORD MOTOR CO,2004,10-K,0000950124-05-001427,
4839,FORD MOTOR CO,2005,10-K,0000038009-06-000031,
1577,AMERICAN TECHNICAL CERAMICS CORP,2005,10-K,0000950136-05-006243,
1577,AMERICAN TECHNICAL CERAMICS CORP,2006,10-K,0000950136-06-008022,doesn't list it here
6104,INTERNATIONAL PAPER CO /NEW/,2004,10-K,0000950117-05-000925,0 to 1.8 billion
6104,INTERNATIONAL PAPER CO /NEW/,2005,10-K/A,0001193125-06-047118,"900,000,000"
6104,INTERNATIONAL PAPER CO /NEW/,2005,10-K,0001193125-06-046215,"900,000,000"
8293,PAXAR CORP,2005,10-K/A,0001157523-06-002716,122.4 something
8293,PAXAR CORP,2004,10-K,0001157523-05-002543,0 to 235 something
8293,PAXAR CORP,2005,10-K,0001157523-06-002603,122.4 something
28742,BORGWARNER INC,2004,10-K,0000950137-05-003025,0 to 74 million
28742,BORGWARNER INC,2005,10-K,0000950137-06-002007,"72,200,000"
3243,CITIGROUP INC,2004,10-K,0001047469-05-004988,0 to 3.2 billion
3243,CITIGROUP INC,2004,10-K,0001047469-05-004988,0 to 3.2 billion
3243,CITIGROUP INC,2005,10-K,0001047469-06-002377,3.2 billion
3243,CITIGROUP GLOBAL MARKETS HOLDINGS INC,2004,10-K,0000950123-05-003339,0 to 125 million
4608,FEDERAL SIGNAL CORP /DE/,2005,10-K,0000950137-06-002144,only tax cost listed
4608,FEDERAL SIGNAL CORP /DE/,2004,10-K,0000950137-05-003146,0 to 104 million
4608,FEDERAL SIGNAL CORP /DE/,2004,10-K/A,0000950137-05-003300,0 to 104 million
2953,CHECKPOINT SYSTEMS INC,2005,10-K,0000950116-06-000758,"14,000,000"
2953,CHECKPOINT SYSTEMS INC,2004,10-K,0000950116-05-000986,
160255,HOSPIRA INC,2005,10-K,0001047469-06-003426,"175,000,000"
160255,HOSPIRA INC,2004,10-K,0001047469-05-007312,
11096,VALSPAR CORP,2004,10-K,0000897101-05-000085,
11096,VALSPAR CORP,2005,10-K,0000897101-06-000075,"1,000 something"
8463,PENTAIR INC,2005,10-K,0000950134-06-003965,"75,000,000"
8463,PENTAIR INC,2004,10-K,0001193125-05-047835,"70,000,000"
1380,AMERADA HESS CORP,2004,10-K,0000950123-05-003078,"1,300,000,000"
1380,AMERADA HESS CORP,2005,10-K,0000950123-06-002849,"1,900,000,000"
3221,AON CORP,2004,10-K,0001047469-05-006608,0 to 100 million
3221,AON CORP,2005,10-K,0001047469-06-003130,"101,000,000"
28176,APTARGROUP INC,2004,10-K,0000950137-05-002363,
28176,APTARGROUP INC,2005,10-K,0000950137-06-002247,"30,000,000"
9340,VALEANT PHARMACEUTICALS INTERNATIONAL,2005,10-K,0000950137-06-003139,"205,000,000"
9340,VALEANT PHARMACEUTICALS INTERNATIONAL,2004,10-K,0000950137-05-003100,
144435,BUNGE LTD,2004,10-K,0001047469-05-006732,
144435,Bunge LTD,2005,10-K,0001104659-06-016958,only tax cost listed
24925,ROPER INDUSTRIES INC /DE/,2005,10-K,0000882835-06-000009,"82,000,000"
24925,ROPER INDUSTRIES INC /DE/,2004,10-K,0000882835-05-000004,0 to 200 million
14324,ALTERA CORP,2004,10-K,0001193125-05-047783,0 to 500 million
14324,ALTERA CORP,2005,10-K,0001193125-06-053555,"500,000,000"
29095,MERCURY INTERACTIVE CORP,2004,10-K,0001193125-05-049592,
29095,MERCURY INTERACTIVE CORP,2004,10-K/A,0001193125-06-141393,"500,000,000"
6557,LAIDLAW INTERNATIONAL INC,2005,10-K,0000950137-05-013829,blank
6557,LAIDLAW INTERNATIONAL INC,2004,10-K,0000950137-04-010038,blank
31887,RESMED INC,2006,10-K,0001193125-06-189387,"75,000,000"
31887,RESMED INC,2005,10-K,0001193125-05-184704,
